term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,revol_bal,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
 36 months,MORTGAGE,A,debt_consolidation,7.84%,IL,Current,Joint App,9000,< 1 year,85000,0.35,0,3.70%,989,10,0,4, 36 ,1,3,43.76206961077844,0.35,No
 36 months,RENT,E,debt_consolidation,24.37%,GA,Fully Paid,Individual,18500,2 years,120000,13.17,0,35.80%,13572,16,0,null, 36 ,2,35,43.76206961077844,13.17,No
 60 months,MORTGAGE,B,credit_card,12.98%,TX,Current,Joint App,30000,2 years,30000,66.48,0,58.80%,12112,37,0,34.15, 60 ,2,58,43.76206961077844,66.48,No
 36 months,MORTGAGE,D,home_improvement,20.89%,TX,Current,Individual,10000,n/a,95000,25.51,0,59.50%,22434,44,0,null, 36 ,,59,43.76206961077844,25.51,No
 36 months,MORTGAGE,A,debt_consolidation,8.19%,PA,Current,Individual,8000,10+ years,85000,27.43,0,78.50%,48727,17,0,null, 36 ,10,78,43.76206961077844,27.43,No
 36 months,MORTGAGE,A,medical,7.02%,PA,Current,Individual,2000,< 1 year,43000,3.88,0,7.70%,3996,28,0,null, 36 ,1,7,43.76206961077844,3.88,No
 36 months,MORTGAGE,A,credit_card,8.19%,NH,Current,Individual,9000,4 years,61000,26.99,1,74.20%,9723,35,0,null, 36 ,4,74,43.76206961077844,26.99,No
 36 months,MORTGAGE,A,home_improvement,8.19%,NJ,Current,Individual,9500,8 years,170000,9.2,0,0.30%,65,38,0,null, 36 ,8,0,43.76206961077844,9.2,No
 36 months,RENT,B,credit_card,11.80%,CA,Current,Individual,16800,4 years,50000,18.65,0,78%,19749,10,0,null, 36 ,4,78,43.76206961077844,18.65,No
 36 months,MORTGAGE,A,credit_card,7.84%,WI,Current,Individual,12000,10+ years,58000,26.59,1,90.60%,20747,33,0,null, 36 ,10,90,43.76206961077844,26.59,No
 60 months,RENT,E,debt_consolidation,25.34%,CA,Current,Individual,15000,10+ years,77000,21.45,0,7.80%,2404,26,0,null, 60 ,10,7,43.76206961077844,21.45,No
 60 months,RENT,B,small_business,11.80%,TX,Current,Joint App,40000,1 year,110000,17.75,0,35.20%,8194,34,0,13.01, 60 ,1,35,43.76206961077844,17.75,No
 36 months,OWN,A,credit_card,6.46%,KS,Current,Individual,7000,10+ years,65000,3.9,0,66.50%,7846,11,0,null, 36 ,10,66,43.76206961077844,3.9,No
 36 months,RENT,C,debt_consolidation,15.02%,CA,Current,Individual,15000,2 years,66560,31.45,0,43.90%,15092,30,0,null, 36 ,2,43,43.76206961077844,31.45,No
 36 months,MORTGAGE,A,debt_consolidation,8.19%,OH,Current,Individual,20000,1 year,75000,31.6,0,5.10%,8169,37,0,null, 36 ,1,5,43.76206961077844,31.6,No
 36 months,RENT,B,credit_card,10.33%,FL,Current,Individual,9100,1 year,28000,5.27,0,35.60%,7153,9,0,null, 36 ,1,35,43.76206961077844,5.27,No
 36 months,RENT,C,credit_card,16.14%,OH,Current,Individual,5000,9 years,37000,32.01,0,59.20%,21310,19,0,null, 36 ,9,59,43.76206961077844,32.01,No
 36 months,MORTGAGE,B,vacation,12.73%,AZ,Current,Joint App,3000,2 years,50000,33.27,0,26.20%,12330,21,0,18.19, 36 ,2,26,43.76206961077844,33.27,No
 36 months,RENT,C,other,15.02%,MD,Current,Individual,6000,1 year,84512,21.75,0,17.60%,14173,25,0,null, 36 ,1,17,43.76206961077844,21.75,No
 36 months,MORTGAGE,A,credit_card,6.11%,NY,Current,Individual,40000,10+ years,200000,10.28,0,61.20%,64797,24,0,null, 36 ,10,61,43.76206961077844,10.28,No
 36 months,RENT,A,medical,7.02%,CA,Current,Individual,2500,3 years,70000,13.24,0,8.80%,3379,15,0,null, 36 ,3,8,43.76206961077844,13.24,No
 36 months,MORTGAGE,C,debt_consolidation,16.91%,NM,Current,Joint App,20000,< 1 year,37000,64.45,1,79.90%,3835,44,0,31.01, 36 ,1,79,43.76206961077844,64.45,No
 60 months,MORTGAGE,C,medical,15.02%,NH,Current,Individual,12000,10+ years,64000,33.21,1,55.10%,18570,21,0,null, 60 ,10,55,43.76206961077844,33.21,No
 60 months,MORTGAGE,B,home_improvement,11.80%,NC,Late (31-120 days),Individual,30000,6 years,112000,16.01,0,7.70%,6855,37,0,null, 60 ,6,7,43.76206961077844,16.01,yes
 60 months,RENT,C,debt_consolidation,15.02%,GA,Current,Individual,40000,6 years,86500,12.11,0,72.40%,13165,10,0,null, 60 ,6,72,43.76206961077844,12.11,No
 36 months,RENT,A,credit_card,7.56%,LA,Current,Individual,7500,2 years,38000,38.19,0,46.30%,12779,28,0,null, 36 ,2,46,43.76206961077844,38.19,No
 36 months,RENT,A,debt_consolidation,8.19%,NY,Current,Individual,5000,3 years,20000,9.78,0,11.50%,4473,18,0,null, 36 ,3,11,43.76206961077844,9.78,No
 36 months,MORTGAGE,A,credit_card,8.81%,MI,Current,Individual,15000,1 year,182000,15.43,1,92.50%,15353,21,1,null, 36 ,1,92,43.76206961077844,15.43,No
 60 months,MORTGAGE,A,debt_consolidation,7.84%,TX,Current,Joint App,20000,10+ years,45000,7.15,0,35.90%,24248,18,0,4.73, 60 ,10,35,43.76206961077844,7.15,No
 60 months,MORTGAGE,B,debt_consolidation,10.33%,WV,Current,Individual,40000,10+ years,105000,25.1,0,47.70%,19891,15,0,null, 60 ,10,47,43.76206961077844,25.1,No
 36 months,MORTGAGE,B,major_purchase,10.72%,AZ,Current,Individual,6000,10+ years,94000,16,0,78.10%,14448,16,0,null, 36 ,10,78,43.76206961077844,16,No
 60 months,RENT,D,credit_card,22.35%,FL,Current,Individual,24000,< 1 year,150000,37.26,0,73%,61459,27,0,null, 60 ,1,73,43.76206961077844,37.26,No
 36 months,MORTGAGE,A,credit_card,6.46%,MA,Current,Individual,36000,< 1 year,78000,28.03,0,50.60%,70683,24,0,null, 36 ,1,50,43.76206961077844,28.03,No
 60 months,MORTGAGE,C,credit_card,16.91%,TX,Current,Joint App,10000,10+ years,105000,6.85,1,44.30%,12635,17,1,5.77, 60 ,10,44,43.76206961077844,6.85,No
 36 months,MORTGAGE,C,credit_card,15.02%,AL,Current,Individual,10000,10+ years,65000,29.63,0,63.70%,10637,30,0,null, 36 ,10,63,43.76206961077844,29.63,No
 36 months,RENT,D,debt_consolidation,20.89%,MI,Fully Paid,Individual,14500,5 years,38500,13.09,0,19.80%,3368,32,0,null, 36 ,5,19,43.76206961077844,13.09,No
 36 months,OWN,C,debt_consolidation,14.47%,CO,Current,Individual,6000,10+ years,58000,14.98,0,47.80%,3682,21,0,null, 36 ,10,47,43.76206961077844,14.98,No
 36 months,RENT,C,debt_consolidation,16.14%,NJ,Current,Individual,20000,4 years,86000,16.12,2,20.30%,4984,20,1,null, 36 ,4,20,43.76206961077844,16.12,No
 36 months,RENT,A,debt_consolidation,8.81%,NY,Current,Individual,40000,1 year,125000,15.7,0,41%,25359,24,0,null, 36 ,1,41,43.76206961077844,15.7,No
 36 months,RENT,C,credit_card,13.56%,MO,Current,Individual,11000,5 years,63000,27.36,0,85.30%,16624,10,0,null, 36 ,5,85,43.76206961077844,27.36,No
 60 months,MORTGAGE,B,debt_consolidation,12.98%,VT,Current,Individual,24000,< 1 year,65000,16.4,1,27.90%,4740,16,0,null, 60 ,1,27,43.76206961077844,16.4,No
 36 months,MORTGAGE,A,debt_consolidation,6.46%,PA,Current,Individual,25000,6 years,160000,11.66,0,38.80%,23004,33,0,null, 36 ,6,38,43.76206961077844,11.66,No
 36 months,MORTGAGE,C,debt_consolidation,16.14%,NC,Current,Individual,15000,5 years,100000,10.75,1,79.10%,6722,22,0,null, 36 ,5,79,43.76206961077844,10.75,No
 36 months,RENT,C,other,13.56%,IL,Current,Individual,3000,2 years,66000,7.29,3,10%,460,33,3,null, 36 ,2,10,43.76206961077844,7.29,No
 60 months,RENT,C,credit_card,16.91%,PA,In Grace Period,Individual,14400,10+ years,51000,14.75,0,19.60%,4500,27,0,null, 60 ,10,19,43.76206961077844,14.75,yes
 36 months,RENT,A,credit_card,7.56%,IL,Current,Individual,9600,9 years,57000,16.57,0,61.40%,12277,9,0,null, 36 ,9,61,43.76206961077844,16.57,No
 60 months,MORTGAGE,B,debt_consolidation,10.72%,ID,Current,Individual,16000,6 years,55000,20.21,0,45.90%,15111,13,0,null, 60 ,6,45,43.76206961077844,20.21,No
 36 months,RENT,C,small_business,16.14%,CA,Current,Individual,6000,6 years,41000,8.84,1,83.20%,8322,44,0,null, 36 ,6,83,43.76206961077844,8.84,No
 60 months,MORTGAGE,C,debt_consolidation,15.02%,CO,Current,Individual,16000,10+ years,52000,12.95,2,97.40%,1754,16,2,null, 60 ,10,97,43.76206961077844,12.95,No
 36 months,OWN,B,debt_consolidation,11.06%,WA,Fully Paid,Joint App,14400,n/a,40000,57.28,0,24.80%,61929,36,0,36.13, 36 ,,24,43.76206961077844,57.28,No
 36 months,RENT,A,major_purchase,7.56%,IL,Current,Individual,7500,7 years,85000,2.61,0,41.20%,8867,15,0,null, 36 ,7,41,43.76206961077844,2.61,No
 36 months,MORTGAGE,D,debt_consolidation,18.94%,TN,Current,Individual,25000,10+ years,150000,24.55,1,86.90%,19811,38,0,null, 36 ,10,86,43.76206961077844,24.55,No
 36 months,MORTGAGE,A,credit_card,6.46%,TX,Current,Joint App,6275,10+ years,95604,10.54,1,30.20%,12352,27,0,11.35, 36 ,10,30,43.76206961077844,10.54,No
 36 months,RENT,A,home_improvement,6.46%,CA,Current,Individual,20000,n/a,125000,23.77,0,43.30%,37004,38,0,null, 36 ,,43,43.76206961077844,23.77,No
 36 months,OWN,D,credit_card,19.92%,MD,Current,Individual,10000,2 years,105000,14.39,0,78%,12486,15,0,null, 36 ,2,78,43.76206961077844,14.39,No
 36 months,MORTGAGE,A,credit_card,6.67%,IL,Current,Individual,15000,10+ years,128000,18.97,0,24%,20779,45,0,null, 36 ,10,24,43.76206961077844,18.97,No
 36 months,OWN,C,home_improvement,13.56%,MI,Current,Individual,10000,5 years,46000,10.49,0,22.10%,1881,10,0,null, 36 ,5,22,43.76206961077844,10.49,No
 36 months,RENT,D,credit_card,18.94%,PA,Current,Individual,7200,6 years,150000,7.53,2,66.70%,2467,18,0,null, 36 ,6,66,43.76206961077844,7.53,No
 60 months,MORTGAGE,C,debt_consolidation,15.02%,NC,Current,Individual,10000,3 years,66000,12.07,0,37.10%,10619,26,0,null, 60 ,3,37,43.76206961077844,12.07,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,IL,Current,Individual,32000,3 years,80000,21.27,0,36%,19767,12,0,null, 36 ,3,36,43.76206961077844,21.27,No
 60 months,OWN,D,major_purchase,19.92%,IL,Current,Individual,15000,5 years,250000,19.18,0,23.80%,8766,25,0,null, 60 ,5,23,43.76206961077844,19.18,No
 36 months,MORTGAGE,B,debt_consolidation,10.72%,IL,Current,Individual,4000,4 years,75000,17.23,0,25.60%,7136,22,0,null, 36 ,4,25,43.76206961077844,17.23,No
 36 months,MORTGAGE,D,credit_card,18.94%,AZ,Current,Individual,16500,10+ years,78000,39.6,0,54.60%,19448,18,0,null, 36 ,10,54,43.76206961077844,39.6,No
 36 months,RENT,C,other,14.47%,MI,Current,Individual,2000,10+ years,58000,15.79,4,null,0,15,1,null, 36 ,10,43.76206961077844,43.76206961077844,15.79,No
 36 months,RENT,C,debt_consolidation,15.02%,PA,Current,Individual,3000,5 years,87000,23.49,1,41.80%,15202,24,0,null, 36 ,5,41,43.76206961077844,23.49,No
 36 months,RENT,D,debt_consolidation,19.92%,NY,Current,Individual,1900,3 years,95000,17.34,1,51.80%,1863,29,0,null, 36 ,3,51,43.76206961077844,17.34,No
 36 months,MORTGAGE,C,credit_card,16.14%,OH,Current,Individual,4800,10+ years,60000,20,0,46.70%,6637,13,0,null, 36 ,10,46,43.76206961077844,20,No
 36 months,RENT,B,credit_card,10.72%,CA,Current,Individual,20000,4 years,49000,22.36,0,70.40%,19440,10,0,null, 36 ,4,70,43.76206961077844,22.36,No
 36 months,RENT,C,medical,15.02%,CA,Late (31-120 days),Individual,5000,10+ years,72000,24.85,0,41.70%,26246,29,0,null, 36 ,10,41,43.76206961077844,24.85,yes
 36 months,RENT,B,debt_consolidation,12.98%,CA,Current,Individual,25000,5 years,68000,24.53,0,24.80%,4744,29,0,null, 36 ,5,24,43.76206961077844,24.53,No
 36 months,MORTGAGE,B,debt_consolidation,12.98%,TX,Current,Joint App,21400,1 year,77000,36.79,0,30.80%,11172,29,0,32.56, 36 ,1,30,43.76206961077844,36.79,No
 60 months,RENT,E,debt_consolidation,25.34%,NJ,Current,Individual,30000,6 years,92500,29.16,0,78.90%,48182,16,0,null, 60 ,6,78,43.76206961077844,29.16,No
 36 months,OWN,B,debt_consolidation,10.33%,IL,Current,Individual,32000,10+ years,130000,18.94,2,59.90%,45618,37,0,null, 36 ,10,59,43.76206961077844,18.94,No
 36 months,RENT,C,debt_consolidation,14.47%,NY,Current,Individual,11000,2 years,80000,8.5,1,82.80%,11007,22,1,null, 36 ,2,82,43.76206961077844,8.5,No
 60 months,RENT,D,credit_card,20.89%,FL,Current,Individual,11000,4 years,55000,23.72,0,83.10%,23423,17,0,null, 60 ,4,83,43.76206961077844,23.72,No
 36 months,RENT,B,debt_consolidation,10.33%,CA,Current,Individual,5400,4 years,40000,13.74,0,27.20%,5882,8,0,null, 36 ,4,27,43.76206961077844,13.74,No
 36 months,RENT,C,debt_consolidation,16.14%,FL,Current,Individual,26400,< 1 year,120000,8.24,0,37.80%,8514,12,0,null, 36 ,1,37,43.76206961077844,8.24,No
 60 months,MORTGAGE,D,credit_card,18.94%,AZ,Current,Joint App,26000,10+ years,68000,30.46,0,70.80%,30092,16,0,23.29, 60 ,10,70,43.76206961077844,30.46,No
 60 months,RENT,C,credit_card,16.91%,CA,Current,Individual,12000,6 years,45000,27.09,0,45.50%,12056,13,0,null, 60 ,6,45,43.76206961077844,27.09,No
 36 months,RENT,A,debt_consolidation,6.46%,KS,Current,Individual,15000,1 year,48500,23.81,0,9.60%,5296,36,0,null, 36 ,1,9,43.76206961077844,23.81,No
 36 months,RENT,C,moving,13.56%,FL,Current,Individual,3000,1 year,60000,19.82,1,50.80%,4519,11,1,null, 36 ,1,50,43.76206961077844,19.82,No
 60 months,MORTGAGE,A,debt_consolidation,8.19%,PA,Current,Individual,18000,3 years,109000,16.95,0,51.60%,18561,21,0,null, 60 ,3,51,43.76206961077844,16.95,No
 36 months,MORTGAGE,C,credit_card,15.02%,NY,Current,Individual,2000,1 year,110000,8.07,4,94.20%,20630,25,4,null, 36 ,1,94,43.76206961077844,8.07,No
 36 months,RENT,A,debt_consolidation,8.81%,MA,Current,Individual,8000,10+ years,60000,18.06,0,16.10%,8199,26,0,null, 36 ,10,16,43.76206961077844,18.06,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,FL,Current,Individual,11600,10+ years,76000,36.22,0,61%,63216,25,0,null, 36 ,10,61,43.76206961077844,36.22,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,NJ,Current,Individual,12000,10+ years,95000,10.42,0,21.90%,12646,26,0,null, 36 ,10,21,43.76206961077844,10.42,No
 60 months,OWN,D,debt_consolidation,20.89%,GA,Fully Paid,Individual,20000,10+ years,75000,14.8,0,45.20%,2891,18,0,null, 60 ,10,45,43.76206961077844,14.8,No
 36 months,MORTGAGE,C,medical,14.47%,NY,Current,Individual,1000,10+ years,92000,18.16,0,77.60%,26838,17,0,null, 36 ,10,77,43.76206961077844,18.16,No
 36 months,RENT,B,debt_consolidation,11.31%,CA,Current,Individual,6000,3 years,35000,19.68,0,63.60%,5405,4,0,null, 36 ,3,63,43.76206961077844,19.68,No
 36 months,MORTGAGE,C,credit_card,16.91%,AZ,Current,Individual,9800,10+ years,101000,29.76,0,81.30%,18382,23,0,null, 36 ,10,81,43.76206961077844,29.76,No
 36 months,MORTGAGE,A,home_improvement,7.02%,NV,Current,Joint App,10000,6 years,30000,24.36,0,15%,5624,19,0,15.44, 36 ,6,15,43.76206961077844,24.36,No
 60 months,MORTGAGE,B,home_improvement,11.80%,VA,Current,Joint App,12000,10+ years,50000,31.73,1,45.80%,11261,47,1,22.5, 60 ,10,45,43.76206961077844,31.73,No
 36 months,RENT,D,other,19.92%,OH,Current,Individual,8000,n/a,19000,21.67,0,1.10%,104,6,0,null, 36 ,,1,43.76206961077844,21.67,No
 60 months,MORTGAGE,B,credit_card,12.98%,MI,Current,Joint App,35000,10+ years,64055,53.49,0,79.30%,54015,30,0,27.85, 60 ,10,79,43.76206961077844,53.49,No
 36 months,RENT,B,debt_consolidation,12.98%,SC,Current,Individual,20000,7 years,42000,38.71,0,55.70%,22795,26,0,null, 36 ,7,55,43.76206961077844,38.71,No
 36 months,RENT,A,credit_card,8.81%,LA,Current,Individual,18000,9 years,167000,12.87,0,21.20%,16392,21,0,null, 36 ,9,21,43.76206961077844,12.87,No
 36 months,MORTGAGE,D,other,20.89%,TX,Current,Individual,3200,n/a,48000,11.5,0,0%,0,12,0,null, 36 ,,0,43.76206961077844,11.5,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,TN,Current,Individual,10000,n/a,27000,4.44,0,30.70%,1105,7,0,null, 36 ,,30,43.76206961077844,4.44,No
 60 months,RENT,D,other,20.89%,CA,Current,Individual,17000,4 years,71000,12.71,0,45.10%,12085,28,0,null, 60 ,4,45,43.76206961077844,12.71,No
 36 months,RENT,D,medical,20.89%,CA,Current,Individual,1500,n/a,65000,15.97,0,50.70%,10541,18,0,null, 36 ,,50,43.76206961077844,15.97,No
 60 months,MORTGAGE,B,credit_card,11.31%,OR,Current,Individual,35000,10+ years,82000,26.37,0,72.70%,36781,46,0,null, 60 ,10,72,43.76206961077844,26.37,No
 60 months,RENT,C,credit_card,13.56%,TX,Current,Individual,20000,10+ years,130000,12.17,0,78.10%,22330,19,0,null, 60 ,10,78,43.76206961077844,12.17,No
 36 months,RENT,B,debt_consolidation,12.98%,FL,Current,Individual,6000,n/a,67000,36.9,0,81%,32246,21,0,null, 36 ,,81,43.76206961077844,36.9,No
 36 months,RENT,A,debt_consolidation,7.56%,OR,Current,Individual,21000,5 years,90000,7.63,0,36.70%,1469,7,0,null, 36 ,5,36,43.76206961077844,7.63,No
 60 months,MORTGAGE,C,debt_consolidation,14.47%,MI,Current,Individual,19500,9 years,60000,9.7,0,43.10%,4656,21,0,null, 60 ,9,43,43.76206961077844,9.7,No
 36 months,RENT,D,debt_consolidation,19.92%,MN,Current,Individual,2000,4 years,48000,20,0,82.80%,2071,12,0,null, 36 ,4,82,43.76206961077844,20,No
 36 months,MORTGAGE,A,credit_card,8.19%,TX,Current,Individual,40000,2 years,90000,21.01,0,41.30%,26084,33,0,null, 36 ,2,41,43.76206961077844,21.01,No
 36 months,RENT,E,debt_consolidation,23.40%,MI,Current,Individual,1000,1 year,35000,22.22,0,52.90%,952,19,0,null, 36 ,1,52,43.76206961077844,22.22,No
 36 months,RENT,B,credit_card,11.80%,CA,Current,Individual,10000,2 years,30000,16,0,36.50%,10150,7,0,null, 36 ,2,36,43.76206961077844,16,No
 36 months,MORTGAGE,C,debt_consolidation,16.91%,OH,Current,Individual,18000,10+ years,142000,13.62,0,97%,16428,11,0,null, 36 ,10,97,43.76206961077844,13.62,No
 36 months,MORTGAGE,B,home_improvement,10.72%,ME,Current,Individual,2000,5 years,93600,19.28,0,36.10%,14287,30,0,null, 36 ,5,36,43.76206961077844,19.28,No
 36 months,RENT,A,credit_card,7.56%,VA,Fully Paid,Individual,10000,< 1 year,115000,10.34,0,37.20%,8965,14,0,null, 36 ,1,37,43.76206961077844,10.34,No
 36 months,MORTGAGE,A,debt_consolidation,8.19%,UT,Current,Individual,9000,10+ years,90000,14.16,0,21.70%,3747,32,0,null, 36 ,10,21,43.76206961077844,14.16,No
 60 months,MORTGAGE,C,debt_consolidation,15.02%,AL,Current,Individual,22325,2 years,120000,25.88,0,88.60%,36499,22,0,null, 60 ,2,88,43.76206961077844,25.88,No
 36 months,RENT,B,debt_consolidation,10.33%,WA,Current,Individual,16000,8 years,80000,6.8,0,33.70%,9714,11,0,null, 36 ,8,33,43.76206961077844,6.8,No
 36 months,RENT,E,other,23.40%,MD,Current,Individual,1000,10+ years,70000,34.84,0,85.70%,34269,22,0,null, 36 ,10,85,43.76206961077844,34.84,No
 36 months,RENT,B,debt_consolidation,10.72%,CA,Current,Individual,5000,5 years,50000,9.94,0,19.30%,328,6,0,null, 36 ,5,19,43.76206961077844,9.94,No
 60 months,RENT,C,other,16.14%,CA,Current,Individual,16500,4 years,80000,13.59,0,83.90%,7046,18,0,null, 60 ,4,83,43.76206961077844,13.59,No
 60 months,RENT,B,debt_consolidation,12.98%,FL,Current,Individual,40000,3 years,225000,18.28,0,84.40%,48589,20,0,null, 60 ,3,84,43.76206961077844,18.28,No
 36 months,OWN,B,debt_consolidation,10.72%,CT,Current,Individual,8400,2 years,57600,15.42,0,94.20%,11866,18,0,null, 36 ,2,94,43.76206961077844,15.42,No
 36 months,RENT,C,credit_card,15.02%,GA,Current,Individual,3025,4 years,44000,36.14,0,67.40%,5187,27,0,null, 36 ,4,67,43.76206961077844,36.14,No
 36 months,MORTGAGE,C,medical,16.91%,NV,Current,Individual,8000,10+ years,90000,33.61,0,41.40%,48033,36,0,null, 36 ,10,41,43.76206961077844,33.61,No
 60 months,MORTGAGE,B,car,10.33%,OR,Current,Joint App,10000,2 years,64480,24.81,0,36.60%,21852,18,0,14.61, 60 ,2,36,43.76206961077844,24.81,No
 60 months,RENT,D,debt_consolidation,22.35%,NV,Current,Individual,16800,< 1 year,61000,10.19,0,63.90%,5755,9,0,null, 60 ,1,63,43.76206961077844,10.19,No
 36 months,MORTGAGE,B,debt_consolidation,11.31%,CA,Current,Individual,18850,4 years,70000,20.42,0,68.30%,19861,24,0,null, 36 ,4,68,43.76206961077844,20.42,No
 36 months,MORTGAGE,B,debt_consolidation,12.98%,MA,Current,Individual,10000,10+ years,95690,16.1,0,44.80%,8104,17,0,null, 36 ,10,44,43.76206961077844,16.1,No
 36 months,OWN,C,home_improvement,15.02%,TX,Current,Individual,8500,10+ years,54000,32.38,0,94.30%,31324,13,0,null, 36 ,10,94,43.76206961077844,32.38,No
 60 months,RENT,D,debt_consolidation,19.92%,CA,Current,Individual,15000,3 years,68000,17.21,0,4.40%,3798,9,0,null, 60 ,3,4,43.76206961077844,17.21,No
 36 months,RENT,A,debt_consolidation,7.02%,NJ,Current,Joint App,24000,5 years,51000,22.64,0,37.80%,11316,17,0,10.2, 36 ,5,37,43.76206961077844,22.64,No
 60 months,RENT,C,debt_consolidation,16.91%,IL,Current,Individual,10000,3 years,35000,13.96,0,45.20%,4245,11,0,null, 60 ,3,45,43.76206961077844,13.96,No
 36 months,RENT,A,debt_consolidation,8.19%,CA,Current,Individual,12000,1 year,80000,15.68,0,20.50%,2993,18,0,null, 36 ,1,20,43.76206961077844,15.68,No
 36 months,OWN,A,home_improvement,7.56%,MO,Current,Individual,5000,10+ years,41000,7.32,0,9.90%,1389,13,0,null, 36 ,10,9,43.76206961077844,7.32,No
 36 months,MORTGAGE,A,debt_consolidation,8.19%,TX,Current,Individual,15000,< 1 year,53000,33.7,0,12.90%,9368,44,0,null, 36 ,1,12,43.76206961077844,33.7,No
 36 months,MORTGAGE,A,credit_card,7.56%,NE,Current,Individual,30500,6 years,180000,6.77,0,37.80%,19833,45,0,null, 36 ,6,37,43.76206961077844,6.77,No
 36 months,MORTGAGE,C,debt_consolidation,13.56%,PA,Current,Individual,6500,10+ years,285000,28,0,69.80%,180124,43,0,null, 36 ,10,69,43.76206961077844,28,No
 36 months,RENT,A,debt_consolidation,7.02%,NE,Current,Individual,9000,3 years,34000,17.93,0,0.50%,114,32,0,null, 36 ,3,0,43.76206961077844,17.93,No
 36 months,RENT,A,credit_card,7.56%,TX,Current,Individual,10000,4 years,30000,24.68,0,31.90%,9148,8,0,null, 36 ,4,31,43.76206961077844,24.68,No
 36 months,MORTGAGE,C,credit_card,13.56%,AL,Current,Individual,4500,9 years,70000,10.34,1,24.60%,4255,16,0,null, 36 ,9,24,43.76206961077844,10.34,No
 36 months,MORTGAGE,A,home_improvement,8.19%,OH,Current,Individual,4000,5 years,64000,1.78,0,7.60%,3024,18,0,null, 36 ,5,7,43.76206961077844,1.78,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,PA,Current,Individual,15000,8 years,150000,4.02,0,17.10%,8188,9,0,null, 36 ,8,17,43.76206961077844,4.02,No
 36 months,OWN,A,debt_consolidation,6.46%,NJ,Current,Individual,15000,n/a,70000,12.98,0,9.90%,7145,36,0,null, 36 ,,9,43.76206961077844,12.98,No
 36 months,MORTGAGE,D,credit_card,20.89%,VA,Current,Individual,15000,< 1 year,20000,25.57,0,69.30%,13727,17,0,null, 36 ,1,69,43.76206961077844,25.57,No
 36 months,RENT,A,credit_card,6.46%,WA,Current,Individual,4000,< 1 year,54000,9.91,0,16.70%,4642,20,0,null, 36 ,1,16,43.76206961077844,9.91,No
 60 months,RENT,D,debt_consolidation,22.35%,NY,Current,Individual,13500,3 years,47000,6.95,0,25%,7595,15,0,null, 60 ,3,25,43.76206961077844,6.95,No
 36 months,MORTGAGE,B,debt_consolidation,11.31%,MA,Current,Individual,23200,3 years,120000,38.51,0,21.10%,11139,20,0,null, 36 ,3,21,43.76206961077844,38.51,No
 36 months,RENT,C,debt_consolidation,13.56%,MI,Current,Individual,3000,5 years,75000,20.85,0,57.80%,30593,27,0,null, 36 ,5,57,43.76206961077844,20.85,No
 60 months,RENT,D,debt_consolidation,19.92%,PA,Current,Individual,10000,2 years,57980,36.99,0,96.80%,3389,23,0,null, 60 ,2,96,43.76206961077844,36.99,No
 36 months,RENT,C,debt_consolidation,16.91%,CT,Current,Individual,30000,5 years,62250,28.44,0,43.40%,28133,43,0,null, 36 ,5,43,43.76206961077844,28.44,No
 60 months,MORTGAGE,B,debt_consolidation,10.72%,CA,Current,Individual,20000,1 year,130000,14.4,0,45.70%,12564,20,0,null, 60 ,1,45,43.76206961077844,14.4,No
 36 months,RENT,D,credit_card,20.89%,NY,Current,Individual,3600,5 years,23225,9.2,0,74%,3406,5,0,null, 36 ,5,74,43.76206961077844,9.2,No
 36 months,RENT,A,credit_card,7.56%,MD,Fully Paid,Individual,16000,< 1 year,185000,6.98,0,22.90%,15715,37,0,null, 36 ,1,22,43.76206961077844,6.98,No
 36 months,OWN,A,credit_card,8.81%,OH,Current,Individual,10000,10+ years,80000,28.91,0,21.90%,18624,37,0,null, 36 ,10,21,43.76206961077844,28.91,No
 36 months,OWN,C,credit_card,16.14%,OK,Current,Individual,2000,5 years,82000,29.53,0,82.30%,40095,30,0,null, 36 ,5,82,43.76206961077844,29.53,No
 36 months,MORTGAGE,A,credit_card,7.56%,FL,Current,Individual,12000,10+ years,110000,12.61,0,18.40%,24920,36,0,null, 36 ,10,18,43.76206961077844,12.61,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,SC,Current,Individual,23500,10+ years,130000,26.89,0,57.40%,44741,22,0,null, 36 ,10,57,43.76206961077844,26.89,No
 60 months,ANY,D,debt_consolidation,20.89%,TN,Current,Individual,30000,2 years,50000,25.76,0,42.40%,8018,18,0,null, 60 ,2,42,43.76206961077844,25.76,No
 36 months,OWN,B,debt_consolidation,11.31%,IL,Current,Individual,10000,10+ years,68000,3.39,0,24.80%,9559,17,0,null, 36 ,10,24,43.76206961077844,3.39,No
 36 months,RENT,E,other,24.37%,CA,Current,Individual,1000,2 years,25000,16.08,0,75.70%,1589,3,0,null, 36 ,2,75,43.76206961077844,16.08,No
